"newsId";"idOriginal"
64;1360
71;1399
81;1414
85;1418
94;1439
108;1525
139;1638
215;1957
220;1965
273;2225
291;2277
296;312
365;129
367;131
382;158
393;1741
401;1803
434;221
435;228
452;282
480;432
506;632
514;663
541;77
571;871
573;874
580;90
