9:15:55,8665852,Covid-19: investigadores do Reino Unido querem infetar jovens saudáveis para acelerar o desenvolvimento de uma vaci… https://t.co/dW6Qaq8DO0,111
9:16:3,2778765463,RT @jornalextra: Governo brasileiro diz que vermífugo reduz carga viral do coronavírus https://t.co/8FST6g5kAD https://t.co/k7SsUcOhbj,112
9:16:4,1690412382,"Covid-19. Bruxelas aprova apoio português de 9,35 milhões de euros para preservar emprego nos Açores https://t.co/PNhar25cQL",113
9:16:8,1690412382,"Covid-19. Finnair vai despedir 700 trabalhadores, menos do que o esperado em agosto https://t.co/khp8S8y0sR",114
9:16:11,21783395,Covid-19: teste obrigatório à chegada à Madeira mesmo para viagens inferiores a 72 horas https://t.co/vlKp9jFcSO,115
9:16:11,454395581,Covid-19: teste obrigatório à chegada à Madeira mesmo para viagens inferiores a 72 horas https://t.co/SBN4zJA81U,116
9:16:12,138825245,"RT @conexaopolitica: Medicamento pode reduzir em 95% carga viral da covid-19, diz Marcos Pontes https://t.co/sfCKmMsG3h",117
9:16:39,15088915,RT @fala_brasil: Crianças com Covid-19: leitos infantis com 100% de ocupação #FalaBrasil https://t.co/p2AEwmd9CU,118
9:16:41,120428886,RT @UOLNoticias: Governo usa gráfico genérico para dizer que vermífugo tem eficácia contra Covid https://t.co/jLPfgx0aMp,119
9:16:43,4830798929,RT @RedeTV: Covid-19: Loiola diz que Anvisa não deveria aprovar vacina em menos de 4 anos #OpiniaoNoAr (@opiniaoredetv) https://t.co/AYKbiw…,120
9:16:49,595966412,"RT @gazeta_brasil: Mesmo com quarentena mais longa do mundo, Argentina supera marca de 1 milhão de casos de Covid-19  https://t.co/lAMO33xB…",121
9:16:58,19350237,RT @gojammaj: Bolsonaro usa gráfico de banco de imagens para defender vermífugo contra Covid https://t.co/5fjegsa2g2,122
9:17:20,245894432,ELEIÇÕES EM GOIÂNIA| Maguito testa positivo para covid-19. O candidato apresenta sintomas leves da doença… https://t.co/5oL3E5vJRI,123
9:17:27,1209520964,"Covid-19 acelera lacuna de habilidades, cobrando reinvenção do RH e das lideranças | CIO... (https://t.co/KtOXXZaTY1)",124
